id,star,name,name_link,cost,hp1,hpmax,atk1,atkmax,des,des_max,icon,img_link
89,3,柳洞寺,柳洞寺,5,160,800,100,500,自身的宝具威力提升10%＆以NP已达20%的状态开始战斗,自身的宝具威力提升15%＆以NP已达30%的状态开始战斗[最大解放],https://fgo.wiki\images/9/9a/礼装089.jpg,https://fgo.wiki\images/e/ed/%E6%9F%B3%E6%B4%9E%E5%AF%BA.png
90,3,魔力计,魔力计,5,0,0,200,1000,付与自身对〔Caster〕职阶8%的特攻状态,付与自身对〔Caster〕职阶10%的特攻状态[最大解放],https://fgo.wiki\images/5/5d/礼装090.jpg,https://fgo.wiki\images/4/46/%E9%AD%94%E5%8A%9B%E8%AE%A1.png
91,3,爱之灵药,爱之灵药,5,160,800,100,500,自身的魅惑付与成功率提升12%,自身的魅惑付与成功率提升15%[最大解放],https://fgo.wiki\images/a/a3/礼装091.jpg,https://fgo.wiki\images/1/12/%E7%88%B1%E4%B9%8B%E7%81%B5%E8%8D%AF.png
92,3,白鹳骑士,白鹳骑士,5,0,0,200,1000,〔Berserker〕职阶装备时，宝具威力提升15%,〔Berserker〕职阶装备时，宝具威力提升25%[最大解放],https://fgo.wiki\images/4/40/礼装092.jpg,https://fgo.wiki\images/7/75/%E7%99%BD%E9%B9%B3%E9%AA%91%E5%A3%AB.png
93,3,阿兰若,阿兰若,5,0,0,200,1000,自身的Arts指令卡性能提升15%(3回合),自身的Arts指令卡性能提升20%(3回合)[最大解放],https://fgo.wiki\images/9/93/礼装093.jpg,https://fgo.wiki\images/1/12/%E9%98%BF%E5%85%B0%E8%8B%A5.png
94,3,摩托・装甲骑兵,摩托·装甲骑兵,5,0,0,200,1000,付与自身对〔Rider〕职阶8%的特攻状态,付与自身对〔Rider〕职阶10%的特攻状态[最大解放],https://fgo.wiki\images/a/ab/礼装094.jpg,https://fgo.wiki\images/3/3c/%E6%91%A9%E6%89%98%C2%B7%E8%A3%85%E7%94%B2%E9%AA%91%E5%85%B5.png
95,3,狮子玩偶,狮子玩偶,5,300,1500,0,0,自身战败退场时，己方全体HP回复800,自身战败退场时，己方全体HP回复1000[最大解放],https://fgo.wiki\images/d/d4/礼装095.jpg,https://fgo.wiki\images/e/e8/%E7%8B%AE%E5%AD%90%E7%8E%A9%E5%81%B6.png
96,3,鲁格的光环,鲁格的光环,5,300,1500,0,0,自身的晕眩耐性提升25%,自身的晕眩耐性提升30%[最大解放],https://fgo.wiki\images/5/56/礼装096.jpg,https://fgo.wiki\images/d/df/%E9%B2%81%E6%A0%BC%E7%9A%84%E5%85%89%E7%8E%AF.png
97,5,圣者凭依之躯,圣者凭依之躯,12,400,1600,250,1000,付与自身弱化无效状态(3次)＆NP获得量提升15%,付与自身弱化无效状态(3次)＆NP获得量提升20%[最大解放],https://fgo.wiki\images/a/a3/礼装097.jpg,https://fgo.wiki\images/b/bf/%E5%9C%A3%E8%80%85%E5%87%AD%E4%BE%9D%E4%B9%8B%E8%BA%AF.png
98,4,千年黄金树,千年黄金树,9,600,2250,0,0,付与自身每回合最大HP上升效果(每回合+200·最大+3000),付与自身每回合最大HP上升效果(每回合+300·最大+3000)[最大解放],https://fgo.wiki\images/6/6b/礼装098.jpg,https://fgo.wiki\images/2/2c/%E5%8D%83%E5%B9%B4%E9%BB%84%E9%87%91%E6%A0%91.png
99,4,英灵肖像：玛修・基列莱特,英灵肖像：玛修·基列莱特,5,500,500,500,500,关卡通关时获得的羁绊点数增加50,,https://fgo.wiki\images/2/2c/礼装099.jpg,https://fgo.wiki\images/b/b5/%E8%8B%B1%E7%81%B5%E8%82%96%E5%83%8F%EF%BC%9A%E7%8E%9B%E4%BF%AE%C2%B7%E5%9F%BA%E5%88%97%E8%8E%B1%E7%89%B9.png
100,4,英灵肖像：阿尔托莉雅・潘德拉贡,英灵肖像：阿尔托莉雅·潘德拉贡,5,500,500,500,500,关卡通关时获得的羁绊点数增加50,,https://fgo.wiki\images/6/67/礼装100.jpg,https://fgo.wiki\images/5/54/%E8%8B%B1%E7%81%B5%E8%82%96%E5%83%8F%EF%BC%9A%E9%98%BF%E5%B0%94%E6%89%98%E8%8E%89%E9%9B%85%C2%B7%E6%BD%98%E5%BE%B7%E6%8B%89%E8%B4%A1.png
101,4,英灵肖像：贞德,英灵肖像：贞德,5,500,500,500,500,关卡通关时获得的羁绊点数增加50,,https://fgo.wiki\images/d/d8/礼装101.jpg,https://fgo.wiki\images/0/08/%E8%8B%B1%E7%81%B5%E8%82%96%E5%83%8F%EF%BC%9A%E8%B4%9E%E5%BE%B7.png
102,4,英灵肖像：阿蒂拉,英灵肖像：阿蒂拉,5,500,500,500,500,关卡通关时获得的羁绊点数增加50,,https://fgo.wiki\images/8/8c/礼装102.jpg,https://fgo.wiki\images/7/7d/%E8%8B%B1%E7%81%B5%E8%82%96%E5%83%8F%EF%BC%9A%E9%98%BF%E8%92%82%E6%8B%89.png
103,4,英灵肖像：阿周那,英灵肖像：阿周那,5,500,500,500,500,关卡通关时获得的羁绊点数增加50,,https://fgo.wiki\images/4/48/礼装103.jpg,https://fgo.wiki\images/5/5d/%E8%8B%B1%E7%81%B5%E8%82%96%E5%83%8F%EF%BC%9A%E9%98%BF%E5%91%A8%E9%82%A3.png
104,4,英灵肖像：斯卡哈,英灵肖像：斯卡哈,5,500,500,500,500,关卡通关时获得的羁绊点数增加50,,https://fgo.wiki\images/0/08/礼装104.jpg,https://fgo.wiki\images/4/45/%E8%8B%B1%E7%81%B5%E8%82%96%E5%83%8F%EF%BC%9A%E6%96%AF%E5%8D%A1%E5%93%88.png
105,4,英灵肖像：牛若丸,英灵肖像：牛若丸,5,500,500,500,500,关卡通关时获得的羁绊点数增加50,,https://fgo.wiki\images/4/4d/礼装105.jpg,https://fgo.wiki\images/6/6e/%E8%8B%B1%E7%81%B5%E8%82%96%E5%83%8F%EF%BC%9A%E7%89%9B%E8%8B%A5%E4%B8%B8.png
106,4,英灵肖像：亨利・杰基尔＆海德,英灵肖像：亨利·杰基尔＆海德,5,500,500,500,500,关卡通关时获得的羁绊点数增加50,,https://fgo.wiki\images/f/f6/礼装106.jpg,https://fgo.wiki\images/0/04/%E8%8B%B1%E7%81%B5%E8%82%96%E5%83%8F%EF%BC%9A%E4%BA%A8%E5%88%A9%C2%B7%E6%9D%B0%E5%9F%BA%E5%B0%94%EF%BC%86%E6%B5%B7%E5%BE%B7.png
107,4,英灵肖像：梅菲斯托费勒斯,英灵肖像：梅菲斯托费勒斯,5,500,500,500,500,关卡通关时获得的羁绊点数增加50,,https://fgo.wiki\images/1/1b/礼装107.jpg,https://fgo.wiki\images/1/11/%E8%8B%B1%E7%81%B5%E8%82%96%E5%83%8F%EF%BC%9A%E6%A2%85%E8%8F%B2%E6%96%AF%E6%89%98%E8%B4%B9%E5%8B%92%E6%96%AF.png
108,4,英灵肖像：大流士三世,英灵肖像：大流士三世,5,500,500,500,500,关卡通关时获得的羁绊点数增加50,,https://fgo.wiki\images/3/31/礼装108.jpg,https://fgo.wiki\images/d/d6/%E8%8B%B1%E7%81%B5%E8%82%96%E5%83%8F%EF%BC%9A%E5%A4%A7%E6%B5%81%E5%A3%AB%E4%B8%89%E4%B8%96.png
109,3,泪之情人节道场,泪之情人节道场,5,0,0,200,1000,付与自身必中状态＆每回合NP获得3%的状态＆魅惑耐性下降10%【负面效果】,付与自身必中状态＆每回合NP获得5%的状态[最大解放]＆魅惑耐性下降10%【负面效果】,https://fgo.wiki\images/a/ab/礼装109.jpg,https://fgo.wiki\images/0/0f/%E6%B3%AA%E4%B9%8B%E6%83%85%E4%BA%BA%E8%8A%82%E9%81%93%E5%9C%BA.png
110,4,厨房☆糕点师,厨房☆糕点师,9,320,1200,200,750,自身的暴击星掉落率提升15%＆NP获得量提升15%,自身的暴击星掉落率提升20%＆NP获得量提升20%[最大解放],https://fgo.wiki\images/d/d6/礼装110.jpg,https://fgo.wiki\images/5/5c/%E5%8E%A8%E6%88%BF%E2%98%86%E7%B3%95%E7%82%B9%E5%B8%88.png
111,5,街头巧克力女仆,街头巧克力女仆,12,400,1600,250,1000,自身的Arts指令卡性能提升10%＆Quick指令卡性能提升10%＆HP回复量提升20%,自身的Arts指令卡性能提升15%＆Quick指令卡性能提升15%＆HP回复量提升30%[最大解放],https://fgo.wiki\images/b/b7/礼装111.jpg,https://fgo.wiki\images/3/3c/%E8%A1%97%E5%A4%B4%E5%B7%A7%E5%85%8B%E5%8A%9B%E5%A5%B3%E4%BB%86.png
112,5,甜蜜之心,甜蜜之心,12,750,3000,0,0,付与自身对〔男性〕100%的特防状态(3次)＆暴击星掉落率提升10%,付与自身对〔男性〕100%的特防状态(3次)＆暴击星掉落率提升20%[最大解放],https://fgo.wiki\images/5/53/礼装112.jpg,https://fgo.wiki\images/8/8a/%E7%94%9C%E8%9C%9C%E4%B9%8B%E5%BF%83.png
113,4,迦勒底标准样式,迦勒底标准样式,3,0,0,0,0,玛修·基列莱特的情人节礼物,无效果,https://fgo.wiki\images/b/b5/礼装113.jpg,https://fgo.wiki\images/b/b1/%E8%BF%A6%E5%8B%92%E5%BA%95%E6%A0%87%E5%87%86%E6%A0%B7%E5%BC%8F.png
114,4,剑之冠,剑之冠,3,0,0,0,0,阿尔托莉雅·潘德拉贡的情人节礼物,无效果,https://fgo.wiki\images/f/ff/礼装114.jpg,https://fgo.wiki\images/b/bb/%E5%89%91%E4%B9%8B%E5%86%A0.png
115,4,剑之冠Morgan版,剑之冠Morgan版,3,0,0,0,0,阿尔托莉雅·潘德拉贡(Alter)的情人节礼物,无效果,https://fgo.wiki\images/8/82/礼装115.jpg,https://fgo.wiki\images/8/82/%E5%89%91%E4%B9%8B%E5%86%A0Morgan%E7%89%88.png
116,4,牧场巧克力,牧场巧克力,3,0,0,0,0,阿尔托莉雅·潘德拉贡(Lily)的情人节礼物,无效果,https://fgo.wiki\images/e/ec/礼装116.jpg,https://fgo.wiki\images/4/4e/%E7%89%A7%E5%9C%BA%E5%B7%A7%E5%85%8B%E5%8A%9B.png
117,4,皇帝巧克力,皇帝巧克力,3,0,0,0,0,尼禄·克劳狄乌斯的情人节礼物,无效果,https://fgo.wiki\images/3/3f/礼装117.jpg,https://fgo.wiki\images/2/2e/%E7%9A%87%E5%B8%9D%E5%B7%A7%E5%85%8B%E5%8A%9B.png
118,4,光子巧克力条,光子巧克力条,3,0,0,0,0,阿蒂拉的情人节礼物,无效果,https://fgo.wiki\images/a/a8/礼装118.jpg,https://fgo.wiki\images/b/b3/%E5%85%89%E5%AD%90%E5%B7%A7%E5%85%8B%E5%8A%9B%E6%9D%A1.png
119,4,骑士格调,骑士格调,3,0,0,0,0,骑士迪昂的情人节礼物,无效果,https://fgo.wiki\images/4/4a/礼装119.jpg,https://fgo.wiki\images/3/30/%E9%AA%91%E5%A3%AB%E6%A0%BC%E8%B0%83.png
120,4,胜利玫瑰,胜利玫瑰,3,0,0,0,0,布狄卡的情人节礼物,无效果,https://fgo.wiki\images/d/d0/礼装120.jpg,https://fgo.wiki\images/1/1a/%E8%83%9C%E5%88%A9%E7%8E%AB%E7%91%B0.png
121,4,八桥巧克力,八桥巧克力,3,0,0,0,0,冲田总司的情人节礼物,无效果,https://fgo.wiki\images/3/38/礼装121.jpg,https://fgo.wiki\images/3/3e/%E5%85%AB%E6%A1%A5%E5%B7%A7%E5%85%8B%E5%8A%9B.png
122,4,草莓雷光巧克力脆脆棒,草莓雷光巧克力脆脆棒,3,0,0,0,0,莫德雷德的情人节礼物,无效果,https://fgo.wiki\images/7/77/礼装122.jpg,https://fgo.wiki\images/6/66/%E8%8D%89%E8%8E%93%E9%9B%B7%E5%85%89%E5%B7%A7%E5%85%8B%E5%8A%9B%E8%84%86%E8%84%86%E6%A3%92.png
123,4,五月之风,五月之风,3,0,0,0,0,尼禄·克劳狄乌斯(新娘)的情人节礼物,无效果,https://fgo.wiki\images/e/e5/礼装123.jpg,https://fgo.wiki\images/6/6d/%E4%BA%94%E6%9C%88%E4%B9%8B%E9%A3%8E.png
124,4,苹果箭巧克力,苹果箭巧克力,3,0,0,0,0,阿塔兰忒的情人节礼物,无效果,https://fgo.wiki\images/c/c9/礼装124.jpg,https://fgo.wiki\images/e/ec/%E8%8B%B9%E6%9E%9C%E7%AE%AD%E5%B7%A7%E5%85%8B%E5%8A%9B.png
125,4,蛇巧克力（敷衍）,蛇巧克力(敷衍),3,0,0,0,0,尤瑞艾莉的情人节礼物,无效果,https://fgo.wiki\images/f/f3/礼装125.jpg,https://fgo.wiki\images/c/c0/%E8%9B%87%E5%B7%A7%E5%85%8B%E5%8A%9B%EF%BC%88%E6%95%B7%E8%A1%8D%EF%BC%89.png
126,4,救命,救命,3,0,0,0,0,俄里翁的情人节礼物,无效果,https://fgo.wiki\images/2/27/礼装126.jpg,https://fgo.wiki\images/2/2e/%E6%95%91%E5%91%BD.png
127,4,无对错巧克力,无对错巧克力,3,0,0,0,0,织田信长的情人节礼物,无效果,https://fgo.wiki\images/c/c7/礼装127.jpg,https://fgo.wiki\images/0/00/%E6%97%A0%E5%AF%B9%E9%94%99%E5%B7%A7%E5%85%8B%E5%8A%9B.png
128,4,章鱼章鱼少女,章鱼章鱼少女,3,0,0,0,0,伊丽莎白·巴托里(Lancer)的情人节礼物,无效果,https://fgo.wiki\images/4/4d/礼装128.jpg,https://fgo.wiki\images/0/02/%E7%AB%A0%E9%B1%BC%E7%AB%A0%E9%B1%BC%E5%B0%91%E5%A5%B3.png
129,4,苦味漆黑,苦味漆黑,3,0,0,0,0,斯卡哈的情人节礼物,无效果,https://fgo.wiki\images/f/f9/礼装129.jpg,https://fgo.wiki\images/b/bd/%E8%8B%A6%E5%91%B3%E6%BC%86%E9%BB%91.png
130,4,终焉之白,终焉之白,3,0,0,0,0,阿尔托莉雅·潘德拉贡(Alter)(Lancer)的情人节礼物,无效果,https://fgo.wiki\images/e/ef/礼装130.jpg,https://fgo.wiki\images/b/bc/%E7%BB%88%E7%84%89%E4%B9%8B%E7%99%BD.png
131,4,冰之睿智巧克力,冰之睿智巧克力,3,0,0,0,0,布伦希尔德的情人节礼物,无效果,https://fgo.wiki\images/9/99/礼装131.jpg,https://fgo.wiki\images/e/ed/%E5%86%B0%E4%B9%8B%E7%9D%BF%E6%99%BA%E5%B7%A7%E5%85%8B%E5%8A%9B.png
132,4,品牌巧克力,品牌巧克力,3,0,0,0,0,美杜莎的情人节礼物,无效果,https://fgo.wiki\images/4/4c/礼装132.jpg,https://fgo.wiki\images/f/f0/%E5%93%81%E7%89%8C%E5%B7%A7%E5%85%8B%E5%8A%9B.png
133,4,名刀薄绿巧克力风味,名刀薄绿巧克力风味,3,0,0,0,0,牛若丸的情人节礼物,无效果,https://fgo.wiki\images/4/41/礼装133.jpg,https://fgo.wiki\images/d/de/%E5%90%8D%E5%88%80%E8%96%84%E7%BB%BF%E5%B7%A7%E5%85%8B%E5%8A%9B%E9%A3%8E%E5%91%B3.png
134,4,王家的白马,王家的白马,3,0,0,0,0,玛丽·安托瓦内特(Rider)的情人节礼物,无效果,https://fgo.wiki\images/a/af/礼装134.jpg,https://fgo.wiki\images/6/60/%E7%8E%8B%E5%AE%B6%E7%9A%84%E7%99%BD%E9%A9%AC.png
135,4,手工饼干与物体X,手工饼干与物体X,3,0,0,0,0,玛尔达的情人节礼物,无效果,https://fgo.wiki\images/6/64/礼装135.jpg,https://fgo.wiki\images/c/c1/%E6%89%8B%E5%B7%A5%E9%A5%BC%E5%B9%B2%E4%B8%8E%E7%89%A9%E4%BD%93X.png
136,4,酒杯酒心巧克力,酒杯酒心巧克力,3,0,0,0,0,弗朗西斯·德雷克的情人节礼物,无效果,https://fgo.wiki\images/8/85/礼装136.jpg,https://fgo.wiki\images/4/4d/%E9%85%92%E6%9D%AF%E9%85%92%E5%BF%83%E5%B7%A7%E5%85%8B%E5%8A%9B.png
137,4,宝藏巧克力,宝藏巧克力,3,0,0,0,0,安妮·伯妮＆玛莉·瑞德的情人节礼物,无效果,https://fgo.wiki\images/e/e4/礼装137.jpg,https://fgo.wiki\images/4/46/%E5%AE%9D%E8%97%8F%E5%B7%A7%E5%85%8B%E5%8A%9B.png
138,4,圣诞节的回忆,圣诞节的回忆,3,0,0,0,0,阿尔托莉雅·潘德拉贡(圣诞Alter)的情人节礼物,无效果,https://fgo.wiki\images/d/d1/礼装138.jpg,https://fgo.wiki\images/a/ae/%E5%9C%A3%E8%AF%9E%E8%8A%82%E7%9A%84%E5%9B%9E%E5%BF%86.png
139,4,快乐☆快乐,快乐☆快乐,3,0,0,0,0,美狄亚的情人节礼物,无效果,https://fgo.wiki\images/3/35/礼装139.jpg,https://fgo.wiki\images/2/27/%E5%BF%AB%E4%B9%90%E2%98%86%E5%BF%AB%E4%B9%90.png
140,4,南瓜少女,南瓜少女,3,0,0,0,0,伊丽莎白·巴托里(万圣节)的情人节礼物,无效果,https://fgo.wiki\images/f/f3/礼装140.jpg,https://fgo.wiki\images/4/44/%E5%8D%97%E7%93%9C%E5%B0%91%E5%A5%B3.png
141,4,巧克力珠宝,巧克力珠宝,3,0,0,0,0,美狄亚(Lily)的情人节礼物,无效果,https://fgo.wiki\images/b/be/礼装141.jpg,https://fgo.wiki\images/b/b4/%E5%B7%A7%E5%85%8B%E5%8A%9B%E7%8F%A0%E5%AE%9D.png
142,4,重箱西洋点心九重装,重箱西洋点心九重装,3,0,0,0,0,玉藻前的情人节礼物,无效果,https://fgo.wiki\images/9/95/礼装142.jpg,https://fgo.wiki\images/3/30/%E9%87%8D%E7%AE%B1%E8%A5%BF%E6%B4%8B%E7%82%B9%E5%BF%83%E4%B9%9D%E9%87%8D%E8%A3%85.png
143,4,糖霜粉雪传奇,糖霜粉雪传奇,3,0,0,0,0,童谣的情人节礼物,无效果,https://fgo.wiki\images/b/bf/礼装143.jpg,https://fgo.wiki\images/5/5b/%E7%B3%96%E9%9C%9C%E7%B2%89%E9%9B%AA%E4%BC%A0%E5%A5%87.png
144,4,蛇巧克力（倾注了爱）,蛇巧克力(倾注了爱),3,0,0,0,0,斯忒诺的情人节礼物,无效果,https://fgo.wiki\images/e/e9/礼装144.jpg,https://fgo.wiki\images/9/97/%E8%9B%87%E5%B7%A7%E5%85%8B%E5%8A%9B%EF%BC%88%E5%80%BE%E6%B3%A8%E4%BA%86%E7%88%B1%EF%BC%89.png
145,4,苦味匕首巧克力,苦味匕首巧克力,3,0,0,0,0,荆轲的情人节礼物,无效果,https://fgo.wiki\images/4/42/礼装145.jpg,https://fgo.wiki\images/1/16/%E8%8B%A6%E5%91%B3%E5%8C%95%E9%A6%96%E5%B7%A7%E5%85%8B%E5%8A%9B.png
146,4,来自爪哇的爱,来自爪哇的爱,3,0,0,0,0,玛塔·哈丽的情人节礼物,无效果,https://fgo.wiki\images/f/fd/礼装146.jpg,https://fgo.wiki\images/b/be/%E6%9D%A5%E8%87%AA%E7%88%AA%E5%93%87%E7%9A%84%E7%88%B1.png
147,4,血腥红宝石巧克力,血腥红宝石巧克力,3,0,0,0,0,卡米拉的情人节礼物,无效果,https://fgo.wiki\images/0/0b/礼装147.jpg,https://fgo.wiki\images/7/78/%E8%A1%80%E8%85%A5%E7%BA%A2%E5%AE%9D%E7%9F%B3%E5%B7%A7%E5%85%8B%E5%8A%9B.png
148,4,献给妈妈,献给妈妈,3,0,0,0,0,开膛手杰克的情人节礼物,无效果,https://fgo.wiki\images/f/fd/礼装148.jpg,https://fgo.wiki\images/2/2d/%E7%8C%AE%E7%BB%99%E5%A6%88%E5%A6%88.png
149,4,金色神驹巧克力,金色神驹巧克力,3,0,0,0,0,谜之女主角X的情人节礼物,无效果,https://fgo.wiki\images/c/c5/礼装149.jpg,https://fgo.wiki\images/1/1b/%E9%87%91%E8%89%B2%E7%A5%9E%E9%A9%B9%E5%B7%A7%E5%85%8B%E5%8A%9B.png
150,4,扎丝带的清姬,扎丝带的清姬,3,0,0,0,0,清姬的情人节礼物,无效果,https://fgo.wiki\images/d/d0/礼装150.jpg,https://fgo.wiki\images/f/f5/%E6%89%8E%E4%B8%9D%E5%B8%A6%E7%9A%84%E6%B8%85%E5%A7%AC.png
151,4,美妙人生,美妙人生,3,0,0,0,0,玉藻猫的情人节礼物,无效果,https://fgo.wiki\images/4/44/礼装151.jpg,https://fgo.wiki\images/6/63/%E7%BE%8E%E5%A6%99%E4%BA%BA%E7%94%9F.png
152,4,六角巧克力螺母,六角巧克力螺母,3,0,0,0,0,弗兰肯斯坦的情人节礼物,无效果,https://fgo.wiki\images/6/6e/礼装152.jpg,https://fgo.wiki\images/5/57/%E5%85%AD%E8%A7%92%E5%B7%A7%E5%85%8B%E5%8A%9B%E8%9E%BA%E6%AF%8D.png
153,4,圣奥尔良,圣奥尔良,3,0,0,0,0,贞德的情人节礼物,无效果,https://fgo.wiki\images/1/10/礼装153.jpg,https://fgo.wiki\images/9/9d/%E5%9C%A3%E5%A5%A5%E5%B0%94%E8%89%AF.png
154,5,斩首兔女郎2016,斩首兔女郎2016,12,0,0,500,2000,付与自身无敌贯通效果＆Quick指令卡性能提升8%,付与自身无敌贯通效果＆Quick指令卡性能提升10%[最大解放],https://fgo.wiki\images/0/0b/礼装154.jpg,https://fgo.wiki\images/a/aa/%E6%96%A9%E9%A6%96%E5%85%94%E5%A5%B3%E9%83%8E2016.png
155,5,老成之翁,老成之翁,12,750,3000,0,0,自身即死耐性提升60%,自身即死耐性提升80%[最大解放],https://fgo.wiki\images/4/4e/礼装155.jpg,https://fgo.wiki\images/e/e1/%E8%80%81%E6%88%90%E4%B9%8B%E7%BF%81.png
156,5,冠位人偶师,冠位人偶师,12,400,1600,250,1000,自身以NP已达50%的状态开始战斗＆Arts指令卡性能提升15%(3回合),自身以NP已达60%的状态开始战斗＆Arts指令卡性能提升20%(3回合)[最大解放],https://fgo.wiki\images/d/d3/礼装156.jpg,https://fgo.wiki\images/8/80/%E5%86%A0%E4%BD%8D%E4%BA%BA%E5%81%B6%E5%B8%88.png
157,5,三重结界,三重结界,12,750,3000,0,0,自身受到的伤害减免1000(3次),自身受到的伤害减免1200(3次)[最大解放],https://fgo.wiki\images/a/a0/礼装157.jpg,https://fgo.wiki\images/9/9a/%E4%B8%89%E9%87%8D%E7%BB%93%E7%95%8C.png
158,4,艳丽拳舞,艳丽拳舞,9,0,0,400,1500,付与自身伤害附加800的状态,付与自身伤害附加1000的状态[最大解放],https://fgo.wiki\images/c/ca/礼装158.jpg,https://fgo.wiki\images/2/29/%E8%89%B3%E4%B8%BD%E6%8B%B3%E8%88%9E.png
159,4,歪曲魔眼,歪曲魔眼,9,0,0,400,1500,自身的Buster指令卡性能提升20%＆防御力下降15%【负面效果】,自身的Buster指令卡性能提升25%[最大解放]＆防御力下降15%【负面效果】,https://fgo.wiki\images/e/ed/礼装159.jpg,https://fgo.wiki\images/c/c6/%E6%AD%AA%E6%9B%B2%E9%AD%94%E7%9C%BC.png
160,4,夏日未来视,夏日未来视,9,600,2250,0,0,付与自身回避状态(1次)＆自身的暴击星掉落率提升15%,付与自身回避状态(1次)＆自身的暴击星掉落率提升20%[最大解放],https://fgo.wiki\images/c/c9/礼装160.jpg,https://fgo.wiki\images/8/8e/%E5%A4%8F%E6%97%A5%E6%9C%AA%E6%9D%A5%E8%A7%86.png
161,4,循环,循环,9,320,1200,200,750,自身的暴击星集中度提升300%(3回合)＆弱化耐性提升15%(3回合),自身的暴击星集中度提升400%(3回合)＆弱化耐性提升20%(3回合)[最大解放],https://fgo.wiki\images/2/22/礼装161.jpg,https://fgo.wiki\images/5/56/%E5%BE%AA%E7%8E%AF.png
162,3,短跑选手,短跑选手,5,300,1500,0,0,自身的Quick指令卡性能提升5%＆弱化状态耐性提升10%,自身的Quick指令卡性能提升8%＆弱化状态耐性提升15%[最大解放],https://fgo.wiki\images/9/99/礼装162.jpg,https://fgo.wiki\images/8/84/%E7%9F%AD%E8%B7%91%E9%80%89%E6%89%8B.png
163,3,重复魔术,重复魔术,5,0,0,200,1000,自身以NP已达20%的状态开始战斗＆NP获得量提升10%,自身以NP已达30%的状态开始战斗＆NP获得量提升15%[最大解放],https://fgo.wiki\images/0/09/礼装163.jpg,https://fgo.wiki\images/4/47/%E9%87%8D%E5%A4%8D%E9%AD%94%E6%9C%AF.png
164,3,概念礼装EXP卡：九字兼定,概念礼装EXP卡：九字兼定,5,0,0,0,0,提供18000点概念礼装经验值,无效果,https://fgo.wiki\images/c/c3/礼装164.jpg,https://fgo.wiki\images/7/73/%E6%A6%82%E5%BF%B5%E7%A4%BC%E8%A3%85EXP%E5%8D%A1%EF%BC%9A%E4%B9%9D%E5%AD%97%E5%85%BC%E5%AE%9A.png
165,5,吻君之手,吻君之手,12,0,0,500,2000,自身的Arts指令卡性能提升10%＆Buster指令卡性能提升10%＆Quick指令卡性能提升10%,自身的Arts指令卡性能提升12%＆Buster指令卡性能提升12%＆Quick指令卡性能提升12%[最大解放],https://fgo.wiki\images/e/e2/礼装165.jpg,https://fgo.wiki\images/d/d1/%E5%90%BB%E5%90%9B%E4%B9%8B%E6%89%8B.png
166,5,老师与我,老师与我,12,750,3000,0,0,自身以NP已达50%的状态开始战斗＆暴击星集中度提升300%,自身以NP已达60%的状态开始战斗＆暴击星集中度提升400%[最大解放],https://fgo.wiki\images/0/08/礼装166.jpg,https://fgo.wiki\images/a/a8/%E8%80%81%E5%B8%88%E4%B8%8E%E6%88%91.png
167,5,对决,对决,12,400,1600,250,1000,付与自身对〔神性〕80%的特攻状态(3回合)＆对〔神性〕40%的特防状态(3回合),付与自身对〔神性〕100%的特攻状态(3回合)＆对〔神性〕50%的特防状态(3回合)[最大解放],https://fgo.wiki\images/c/c8/礼装167.jpg,https://fgo.wiki\images/c/cf/%E5%AF%B9%E5%86%B3.png
